Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	WithinTime
9-Apr-13	sub2304	2304	1	0	101	2	2	1	6	4	1	2	0	0.4191	0	0.4	1	21	80	51	0
9-Apr-13	sub2304	2304	1	0	102	2	2	5	4	1	0	1	0	0.30549	1	0.5	0	25	67	88	0
9-Apr-13	sub2304	2304	1	0	103	2	2	3	3	5	1	2	0	0.3142	0	0.5	0	23	82	83	0
9-Apr-13	sub2304	2304	1	0	104	2	2	3	3	5	1	1	1	0.2566	1	0.5	0	23	62	63	0
9-Apr-13	sub2304	2304	1	0	105	2	2	1	6	4	1	1	1	0.44598	1	0.5	0	21	60	61	0
9-Apr-13	sub2304	2304	1	0	106	2	2	3	3	5	1	2	0	0.12426	0	0.5	0	23	82	83	0
9-Apr-13	sub2304	2304	1	0	107	2	2	1	6	4	1	1	1	0.48814	1	0.5	0	21	60	61	0
9-Apr-13	sub2304	2304	1	0	108	2	2	6	1	4	1	1	0	0.2671	0	0.5	0	26	85	86	0
9-Apr-13	sub2304	2304	1	0	109	2	2	4	5	1	1	2	1	0.45305	1	0.5	0	24	62	63	0
9-Apr-13	sub2304	2304	1	0	110	2	2	2	2	4	1	1	0	0.02939	0	0.5	0	22	80	81	0
9-Apr-13	sub2304	2304	1	0	111	2	2	1	6	4	1	2	0	0.44631	0	0.5	0	21	80	81	0
9-Apr-13	sub2304	2304	1	0	112	2	2	5	4	1	0	1	0	0.36109	1	0.5	0	25	67	88	0
9-Apr-13	sub2304	2304	1	0	113	2	2	6	1	4	1	2	1	0.32655	1	0.5	0	26	65	66	0
9-Apr-13	sub2304	2304	1	0	114	2	2	4	5	1	1	2	1	0.41799	1	0.5	0	24	62	63	0
9-Apr-13	sub2304	2304	1	0	115	2	2	2	2	4	1	2	1	0.32312	1	0.5	0	22	60	61	0
9-Apr-13	sub2304	2304	1	0	116	2	2	5	4	1	0	2	1	0.40433	0	0.5	0	25	87	68	0
9-Apr-13	sub2304	2304	1	0	117	2	2	4	5	1	1	1	0	0.04435	0	0.5	0	24	82	83	0
9-Apr-13	sub2304	2304	1	0	118	2	2	5	4	1	0	2	1	0.02574	0	0.5	0	25	87	68	0
9-Apr-13	sub2304	2304	1	0	119	2	2	2	2	4	1	2	1	0.41947	1	0.5	0	22	60	61	0
9-Apr-13	sub2304	2304	1	0	120	2	2	1	6	4	1	2	0	0.34166	0	0.5	0	21	80	81	0
9-Apr-13	sub2304	2304	1	0	121	2	2	3	3	5	0	1	0	0.3244	1	0.5	0	23	64	89	0
